country,fertility,female_percentage,0-4_female,5-9_female,10-14_female,15-19_female,20-24_female,25-29_female,30-34_female,35-39_female,40-44_female,45-49_female,50-54_female,55-59_female,60-64_female,65-69_female,70-74_female,75-79_female,80-84_female,85-89_female,90-94_female,95-99_female,0-4_male,5-9_male,10-14_male,15-19_male,20-24_male,25-29_male,30-34_male,35-39_male,40-44_male,45-49_male,50-54_male,55-59_male,60-64_male,65-69_male,70-74_male,75-79_male,80-84_male,85-89_male,90-94_male,95-99_male
Less developed regions,"[2.450735439958248, 5.214901821766153]","[0.4825474558637055, 0.4894415984680769]","[0.9089235744096619, 0.988679699572329]","[0.9728751243018667, 0.9951101149390849]","[0.9781444167507535, 0.9936339347964983]","[0.9732667481180288, 0.9897413390952786]","[0.9680853609444102, 0.9887645754868759]","[0.9633838203740448, 0.9882908943845639]","[0.958044102082704, 0.988058879161395]","[0.9503851825855836, 0.9862718274887344]","[0.9418291052861985, 0.9843816116555384]","[0.9282111280978667, 0.9781288098442867]","[0.9071874032713239, 0.9687335250162289]","[0.867834965390636, 0.9557185014785428]","[0.8029989755350172, 0.930430901403637]","[0.7196917740509455, 0.8881763711069574]","[0.6094528405789486, 0.8223160357046009]","[0.47808991205922546, 0.7263604915046226]","[0.3397783583647818, 0.5943918739197305]","[0.2280962661828093, 0.4440028924705016]","[0.13288076670111812, 0.2880311097905584]","[0.07882944901995144, 0.1923144017743664]","[0.9102014088150948, 0.988220454252247]","[0.9733523547500531, 0.9947762920696374]","[0.976347125224683, 0.9919405478315029]","[0.9692626462837014, 0.986441346791037]","[0.9634784764028534, 0.9861688866511829]","[0.9604549095489776, 0.9852180544345237]","[0.9555287024338843, 0.9832172520135146]","[0.9449450875495728, 0.9809912404920685]","[0.9289311043530704, 0.9760337264546831]","[0.9067370601310056, 0.9657197435560382]","[0.8761789854509844, 0.9497554011949255]","[0.8260832512362923, 0.9266015981911037]","[0.7542475498342787, 0.8909670640897009]","[0.6682483158736381, 0.8367229212221687]","[0.5591706492061328, 0.756938952697441]","[0.44197618238153236, 0.6471840423803051]","[0.31363744080588346, 0.5049807896892732]","[0.20117046894982454, 0.3522044880811328]","[0.11534232150830728, 0.21749814540059348]","[0.07163735447114193, 0.17944915254237287]"
Less developed regions excluding China,"[2.672172382043013, 5.0205044104044285]","[0.48612959895658536, 0.49243601895356753]","[0.9030363688101972, 0.987121084799079]","[0.9739258713462283, 0.9945987986932886]","[0.9777041347264402, 0.9929469845526743]","[0.9716466198038343, 0.9885805585189089]","[0.9655051835661814, 0.9872678784303016]","[0.9605273264293911, 0.9859307959944771]","[0.9550589752160962, 0.9857155215517588]","[0.9483788562309207, 0.9832519451086986]","[0.9414169425414469, 0.9805526402899976]","[0.9288672116846871, 0.9726980758473079]","[0.9091162959327685, 0.9623371487719384]","[0.8728009962527513, 0.9459966774279379]","[0.81809360283262, 0.9158623493545769]","[0.7421397671123845, 0.8689265265590592]","[0.6324304426474636, 0.798947384622331]","[0.5062489311996629, 0.7012412791858582]","[0.3726908128398405, 0.5714525532722404]","[0.25883151414495487, 0.43215976971029607]","[0.15903985403956897, 0.30232052469766235]","[0.08660977749421804, 0.21476832533538548]","[0.9042851672845986, 0.9864470354443526]","[0.9774550574254646, 0.9942582302618933]","[0.974130053996853, 0.9910057063708421]","[0.9671443655472798, 0.9847004700676991]","[0.9613863792804476, 0.9844652738617292]","[0.9586019130846981, 0.98354673533529]","[0.953792256528249, 0.9800414833332346]","[0.9444478133659674, 0.9773042052089047]","[0.9313758389659496, 0.9717315392916301]","[0.9135760615373457, 0.9600972256072181]","[0.8891057226003904, 0.942660307011067]","[0.8501352605148081, 0.9171179690565826]","[0.7927798211574152, 0.879582189620985]","[0.7137761002642135, 0.8220533972093412]","[0.603640160915327, 0.7409460486563386]","[0.4763275510645907, 0.6330996212107272]","[0.3428405385335615, 0.4983698202127866]","[0.2307844800052864, 0.36334494148652585]","[0.1340941154863969, 0.2530522200903989]","[0.07961856617647059, 0.19777127420081045]"
Less developed regions excluding least developed countries,"[2.181614193034471, 5.209185212501521]","[0.47966014049342925, 0.48849592202284686]","[0.914535217058383, 0.990981850105849]","[0.9738964919202394, 0.9960964120555634]","[0.9794311769629828, 0.9943417441143552]","[0.9747529405848626, 0.9921665388705386]","[0.9695078920964555, 0.9902271585159331]","[0.9650338647357197, 0.989620183777899]","[0.9599171751342631, 0.9893741225293239]","[0.9520625257661124, 0.9884716078671727]","[0.9431283006186859, 0.9862716515017487]","[0.9292781832290368, 0.9796714348593104]","[0.90813897963374, 0.9712290843330551]","[0.8685539454057748, 0.9585447320890831]","[0.8034247273643205, 0.9338957873674867]","[0.7205109292834594, 0.893521312524314]","[0.6097658889567148, 0.8299322016630877]","[0.4811327593331759, 0.7350503976867568]","[0.3422638931222603, 0.6026410082321314]","[0.2297436639966077, 0.4505898726397187]","[0.13354728763170007, 0.29211764833980847]","[0.07883169913391766, 0.19371118349619978]","[0.9162765495356178, 0.9910133161597312]","[0.9740302946823992, 0.9958057052365896]","[0.9771359826962849, 0.9934451187452682]","[0.9705118410363847, 0.9918517517756267]","[0.9648169537776431, 0.9929552292128204]","[0.9617588182520107, 0.991305960429587]","[0.9570117048836119, 0.9868641690942385]","[0.9461400699411787, 0.9835075962875246]","[0.9298354383200853, 0.9782658580043392]","[0.9072482350673164, 0.9679074688721406]","[0.8760138088131482, 0.9517681653992341]","[0.8248423559503374, 0.9293225988242607]","[0.752168513006632, 0.8939955394540727]","[0.6662356716597894, 0.8412161947249422]","[0.5570130821407842, 0.763181991842579]","[0.4422177637528544, 0.6542258735708499]","[0.3175561832248557, 0.5118597521301085]","[0.20393336167910014, 0.35829291788798023]","[0.1164158277683644, 0.22193911776543887]","[0.07118975361349725, 0.18033351621011265]"
Liberia,"[4.072049234736385, 5.6028945589665184]","[0.49145334663120566, 0.4992940207479458]","[0.6815008037554611, 1.1015387636435043]","[0.7259967605641922, 1.1620754872132226]","[0.7349749119840324, 1.1651153077359109]","[0.7368750217157153, 1.156126938096258]","[0.7341996787707928, 1.149691790417484]","[0.7282968532104529, 1.1506968641114983]","[0.7267383077678597, 1.152302610060836]","[0.7194525279012504, 1.1447651710012385]","[0.7168245255865323, 1.1323429698576095]","[0.7075267949054357, 1.1196778711484594]","[0.6879700233210178, 1.09441247356254]","[0.655630747874371, 1.0597939408806574]","[0.6104099449610931, 1.0045062279471155]","[0.5520446096654275, 0.9150883838383839]","[0.4705125204774163, 0.7812951123943082]","[0.3793349168646081, 0.6186320276030038]","[0.24826279216677194, 0.44597249508840864]","[0.1450381679389313, 0.3579418344519016]","[0.06649616368286446, 0.3793103448275862]","[0.0, 0.5185185185185185]","[0.6731860213058889, 1.0907947848986552]","[0.7238518726822152, 1.1602964894821728]","[0.7261399239218094, 1.1632228768716928]","[0.7118495092505622, 1.1496260376428042]","[0.7046939877483382, 1.1399584873183821]","[0.7034786397303309, 1.1396104304906762]","[0.7023054877101834, 1.1360082813175947]","[0.69424009590758, 1.1287208366854384]","[0.6865251618599176, 1.1178965622290442]","[0.6816724300534424, 1.1037988079986631]","[0.6646324408167417, 1.0732400838670764]","[0.6350029736337804, 1.0302574960726727]","[0.5872442839951865, 0.9661580768207221]","[0.5294384351318091, 0.8777504530157908]","[0.44991064858614527, 0.7523060796645702]","[0.3417910447761194, 0.5983671843886897]","[0.19516509433962265, 0.4298707515557683]","[0.07365439093484419, 0.44404332129963897]","[0.04461942257217848, 0.6511627906976745]","[0.0, 0.8]"
Libya,"[2.3198122339649663, 7.3755458122135895]","[0.48258275808834883, 0.49092847310626053]","[0.8506746489654621, 1.0866425308489869]","[0.848771368481602, 1.0660698696205975]","[0.8070467895942482, 1.0676090819881097]","[0.7315507679521808, 1.1286704680057909]","[0.7273600498986433, 1.1527087273454812]","[0.7677263429563452, 1.1645413005900402]","[0.8145407782913374, 1.0702965938480162]","[0.8446310069923841, 1.033578516713092]","[0.8472373272500597, 1.0376039583114012]","[0.8067323647939314, 1.041811674688387]","[0.8216482164821648, 1.0292831174733015]","[0.8399335458059266, 1.0042624745815736]","[0.8132183908045977, 0.9380018053114162]","[0.7313629518072289, 0.8846509563094225]","[0.621476988940421, 0.8149229684825294]","[0.5037688442211056, 0.7008725406330196]","[0.3673174258857556, 0.5467829632985953]","[0.25059665871121717, 0.37534383595898974]","[0.14893617021276595, 0.22326015880429706]","[0.0, 0.11818181818181818]","[0.8544834567638127, 1.0847927815703855]","[0.921683182344754, 1.0524449077106144]","[0.8504670986733172, 1.070373582297863]","[0.7584212961669011, 1.1858547024733912]","[0.7430518617021277, 1.289422036585059]","[0.7748781110629428, 1.2625502908541117]","[0.8252042539033136, 1.2198292651259413]","[0.798130812884903, 1.175241386319748]","[0.7297990763036356, 1.1102658233446858]","[0.6523355201178466, 1.0561086184333521]","[0.6738209132624728, 1.0138332532179672]","[0.7283728051762033, 0.9667715138317606]","[0.8019207008873414, 0.8821138211382114]","[0.71999156177484, 0.80966687643369]","[0.6063453665798288, 0.7201202645820806]","[0.4723850663375501, 0.6002717918850708]","[0.33113166006164685, 0.45628930817610064]","[0.2178988326848249, 0.3048221688850098]","[0.12254901960784313, 0.1806083650190114]","[0.038461538461538464, 0.15384615384615385]"
Liechtenstein,"[1.446676970633694, 2.880932556203164]","[0.4560349535772802, 0.5155945419103314]","[0.9599578503688093, 1.1015801354401806]","[1.002979145978153, 1.1139240506329113]","[1.0168855534709194, 1.1806451612903226]","[1.0054347826086956, 1.164882226980728]","[0.9772296015180265, 1.1498729889923793]","[0.9980582524271845, 1.1036639857015191]","[0.972457627118644, 1.1229293809938972]","[0.9592668024439919, 1.0542118432026688]","[0.9694501018329938, 1.0362694300518134]","[0.9667405764966741, 1.0184243964421855]","[0.9656862745098039, 1.0013568521031209]","[0.9519230769230769, 0.993103448275862]","[0.9027777777777778, 0.9752407152682255]","[0.8125, 0.9577836411609498]","[0.7159763313609467, 0.9278350515463918]","[0.55, 0.8571428571428571]","[0.34545454545454546, 0.7279596977329975]","[0.23529411764705882, 0.515748031496063]","[0.0, 0.359375]","[0.0, 0.25]","[0.950199203187251, 1.1036789297658862]","[0.9932104752667313, 1.0994694960212201]","[1.002857142857143, 1.1452658884565499]","[1.0277777777777777, 1.207977207977208]","[1.0140105078809107, 1.1839622641509433]","[1.0037735849056604, 1.1353982300884955]","[0.9807840122982321, 1.0955249569707401]","[0.9628610729023384, 1.0541401273885351]","[0.9545454545454546, 1.033987915407855]","[0.9292035398230089, 1.0241286863270778]","[0.9254807692307693, 1.002808988764045]","[0.8929384965831435, 0.9590222861250899]","[0.8405172413793104, 0.937007874015748]","[0.7647058823529411, 0.9219712525667351]","[0.65625, 0.8828828828828829]","[0.5283018867924528, 0.7932203389830509]","[0.35, 0.6587301587301587]","[0.18181818181818182, 0.48]","[0.0, 0.34375]","[0.0, 0.2]"
Lithuania,"[1.2687876313261883, 2.747041163552509]","[0.4860363449933836, 0.49830185194259846]","[0.9313560014156208, 1.0148041665412288]","[0.9183055641490255, 1.0046855222543802]","[0.9397812320092113, 1.015444873240132]","[0.8559696492958064, 1.0482336725895045]","[0.8515837801723399, 1.0577472747970942]","[0.8879220804672037, 1.0239613526570048]","[0.9156923076923077, 1.0118807789658557]","[0.9184108189240204, 1.0219693201084252]","[0.9353361185571575, 0.9864954721043633]","[0.9233252222277399, 0.9880166003804254]","[0.9461147538070614, 1.0300854231191927]","[0.9128756118011817, 0.980454551171595]","[0.922607826955653, 0.9782554361409648]","[0.8689444979146616, 0.9564832926927302]","[0.7120824135393672, 0.8754731224509054]","[0.5645568719536058, 0.7773293413173653]","[0.42159309021113245, 0.6372890652728035]","[0.28781594803975274, 0.4857694163048722]","[0.16743301094022514, 0.3057951156605142]","[0.09125269978401727, 0.17296389588581024]","[0.9359865546218488, 1.0033707948960795]","[0.9105618325772731, 1.003137375919354]","[0.9432706408303316, 1.050713976633492]","[0.8634086869666123, 1.038027591158521]","[0.8616342055662155, 1.0360252717035485]","[0.8865495977178388, 1.0128774840957935]","[0.9087477763168071, 1.0034947487522012]","[0.8926842241116334, 1.0145391581580068]","[0.9077023648618804, 0.9852899345767808]","[0.8959262148907713, 0.9572257176563115]","[0.8872283540138479, 0.9847499062229178]","[0.8456890682746547, 0.9651526296432512]","[0.8369518893834643, 0.886109167249825]","[0.7671242671242672, 0.8577679733834804]","[0.6444044224323378, 0.7516764083623194]","[0.4964604493690366, 0.6590586970333806]","[0.3641948222904783, 0.5478376372231121]","[0.23173764376748524, 0.4384294068504595]","[0.13060582218725414, 0.3152913339248743]","[0.0707395498392283, 0.2369186046511628]"
Lower-middle-income countries,"[2.553569410503039, 4.917656990524159]","[0.4835832539003221, 0.4917906596418212]","[0.9018144477016715, 0.9870830495430061]","[0.9754672114545863, 0.9948320700563444]","[0.9761414592031828, 0.9927866257253305]","[0.9709049192598408, 0.98763400824726]","[0.9656725114528105, 0.9883580386176133]","[0.9610600784240865, 0.985309518280401]","[0.9557348303778913, 0.9842505192845832]","[0.9507405495778989, 0.9821655590007501]","[0.9406204504089715, 0.9796937993432326]","[0.930385947992408, 0.9713414615118791]","[0.9097991483740996, 0.958857525900815]","[0.8735705587714601, 0.940595656462149]","[0.8183313224128408, 0.9076306388940323]","[0.7428997255790736, 0.8567301083567829]","[0.6295123153038449, 0.7792233192228138]","[0.48977262896854, 0.6760587407297967]","[0.35559117079617786, 0.5424315696667328]","[0.23262933986477694, 0.39956932375200366]","[0.13311032757737395, 0.2689847213255864]","[0.06964136780650543, 0.17934050695361148]","[0.9039208502405424, 0.9869879833820171]","[0.9784823992106145, 0.9948856123079167]","[0.9729217998860613, 0.9912700029802286]","[0.9701548667448748, 0.9835965252894944]","[0.9652633059090082, 0.9863869669158092]","[0.9625560211266878, 0.9869117402210849]","[0.9579249680716666, 0.9811635830218143]","[0.9483839285689792, 0.9748414750937994]","[0.9346472943563854, 0.968755953737945]","[0.9177649831464438, 0.957920792811795]","[0.8923086930486106, 0.9382308459644505]","[0.853864297023052, 0.9110757505235693]","[0.7959378037180408, 0.8729364443201052]","[0.7170585632907956, 0.8098373743283983]","[0.6046785592389128, 0.7207574899294911]","[0.47183878029244797, 0.6117029887353796]","[0.33482099260734355, 0.48411209897026203]","[0.20458676928125816, 0.35260778092803935]","[0.11204295885121274, 0.24741570393577442]","[0.06291203616500282, 0.18109945322890497]"
Low-income countries,"[4.334954382372837, 5.382766378303712]","[0.49301396673100345, 0.49952226744360906]","[0.8626228222940537, 0.978885167657831]","[0.9535106213879333, 0.9914125356003618]","[0.9594735707561143, 0.99218542137072]","[0.9538794790858727, 0.9878666842472453]","[0.9454917071164948, 0.9840802769780268]","[0.9382346624954484, 0.9815580585777711]","[0.9311236508606854, 0.9794085109573734]","[0.9236529086408402, 0.9755376898021754]","[0.9174597336464897, 0.9708150674172946]","[0.907325311194266, 0.9630105405642589]","[0.8884616853806209, 0.9495340784948676]","[0.8527367481088702, 0.9282389844362298]","[0.7937294918066585, 0.8884097234144983]","[0.7088413324269205, 0.827933327898236]","[0.5962488086580259, 0.7380896451777297]","[0.4637226920674943, 0.6158179376542875]","[0.3299253675798932, 0.46742386918949147]","[0.20940774000427625, 0.3418465227817746]","[0.11707118090964716, 0.2629101785871382]","[0.05447941888619855, 0.2350808700501952]","[0.8578827522468285, 0.9760393497671735]","[0.9554205518167276, 0.9899767744870603]","[0.9545994832215011, 0.9899669450957691]","[0.9341681718872549, 0.9816730761390013]","[0.9189844267058308, 0.976158377852946]","[0.9189804628833146, 0.9743463357541189]","[0.9161667944120457, 0.9715839962641404]","[0.9077682752844367, 0.9665664530941008]","[0.8971988920273049, 0.9589735113236035]","[0.8797338857143893, 0.9465330434333147]","[0.8556105121286042, 0.9274515536231416]","[0.8183192422751967, 0.900459289601936]","[0.7605428241748269, 0.8536807049803665]","[0.6751627441781589, 0.7877684158526087]","[0.5591588024206633, 0.6895246124516752]","[0.425772207626216, 0.5562362446147157]","[0.2881425792198371, 0.3958283648213686]","[0.17552359171882523, 0.3029946489588034]","[0.08899973746390129, 0.2873906786228274]","[0.049586776859504134, 0.29285714285714287]"
Luxembourg,"[1.422381702941078, 2.273943661971831]","[0.4806925536118395, 0.4915929604250309]","[0.9535676810073452, 1.085246583894014]","[0.9820534617927648, 1.0681301030651853]","[0.9901118657610867, 1.0909997009867438]","[1.0145458048357576, 1.1922129594543387]","[0.9927272727272727, 1.3674843674843675]","[0.9807817589576547, 1.2628086775905838]","[0.9906526594424684, 1.1673240938166312]","[0.9084423305588585, 1.098059753603671]","[0.9019827908716798, 1.0594400642084887]","[0.948927392739274, 1.0466367270394314]","[0.951165096678235, 1.0212885679452313]","[0.9304369663485685, 1.0068225142971807]","[0.8872521246458923, 0.9826317785362154]","[0.8220675944333996, 0.9652949925632127]","[0.7233640444129459, 0.9282191205792842]","[0.5703648548026806, 0.8574861812064407]","[0.3700848111025443, 0.7179921037789058]","[0.1678082191780822, 0.5245966938856802]","[0.05333333333333334, 0.32040472175379425]","[0.0, 0.3333333333333333]","[0.9431704885343968, 1.0907369932763236]","[0.9842483419307295, 1.0781341869732801]","[0.9992428257742106, 1.086281024037522]","[1.003982080637133, 1.1770501652147791]","[0.9219734345351044, 1.3718175086859943]","[0.9853208232445521, 1.2449233553934047]","[0.979520528001553, 1.1765374089946816]","[0.8838902743142145, 1.1252561603438795]","[0.895919518616021, 1.0902890548879507]","[0.93703125, 1.0621619143669203]","[0.9145576027535939, 1.0285472167787724]","[0.8709256844850065, 0.9851119445391522]","[0.8161780440830302, 0.95421989219523]","[0.7147707979626485, 0.9282011902476484]","[0.5859626529298133, 0.8648980594448539]","[0.4889187374076561, 0.7724532385221827]","[0.32831858407079645, 0.6074337022342869]","[0.13849765258215962, 0.4240857037310676]","[0.02, 0.2772727272727273]","[0.0, 0.1791044776119403]"
Madagascar,"[3.844856515780879, 6.3289474274084006]","[0.4923243038536396, 0.5041180360135935]","[0.8873908361879371, 0.9846103047103215]","[0.952621783974666, 0.9921286860445]","[0.9657468313813573, 0.9928013596423876]","[0.9601692883426629, 0.9899722993685409]","[0.954750562475647, 0.9879422756453808]","[0.94691276608797, 0.9861525719205327]","[0.9389271113770067, 0.9845202429024235]","[0.9314951067933424, 0.9804841282410969]","[0.9266261071843965, 0.9757001529865973]","[0.9168951518629513, 0.9684245227840698]","[0.8937682870489194, 0.9561294882969451]","[0.8533264391589107, 0.9372419098000054]","[0.790620803635988, 0.900529474664551]","[0.6969438980712209, 0.8440350755361393]","[0.5784630209588051, 0.7543075502465667]","[0.4389984532095901, 0.628665602459501]","[0.30196423336265027, 0.47513137338446243]","[0.17820773930753564, 0.3255225768057725]","[0.09770114942528736, 0.18577981651376146]","[0.0, 0.09313725490196079]","[0.8864446146546886, 0.9807438079790799]","[0.956683800629973, 0.9895872305028407]","[0.9677949985737377, 0.9900283421107451]","[0.9568392896207466, 0.9838450449149789]","[0.9475619870787498, 0.9809275895481943]","[0.9456039490714264, 0.979958592970929]","[0.9399549396361163, 0.9779497389742527]","[0.9297301919205267, 0.9739147770036303]","[0.9158985722480218, 0.9678069598367154]","[0.8989444111632134, 0.956370947699321]","[0.8729345601848629, 0.9400245139782725]","[0.8326049715064854, 0.9163685729541465]","[0.7726377029182697, 0.8732883571870789]","[0.6798424387737626, 0.8122015503875969]","[0.5530268287090117, 0.7154938662398318]","[0.41117461798670246, 0.5855437191677987]","[0.25502645502645505, 0.43073781467595074]","[0.13146853146853146, 0.26290059750135797]","[0.056074766355140186, 0.1351129363449692]","[0.0, 0.06521739130434782]"
